TIME_PERIOD,REF_AREA,BREAKDOWN_GROUP,SEX,AGE,REF_SECTOR,INTENSITY,UNIT_MEASURE,STAT_UNIT,DECIMALS,EDUCATION_LEV,VALUE,VAL_0,VAL_1
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,FT,PN,TEACH,0,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_02,62935.49849444011,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_1,37383.269591771576,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_2,20788.108247531425,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_3,15911.512220076651,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_5T8,157989,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,PT,PN,TEACH,0,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_02,250812.1712906032,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_1,184830.9395019403,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_2,74561.19682835923,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_3,62448.22608581949,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_5T8,190681.37,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,FT,TEACH,2,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_02,280963.9214926935,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_1,205111.0368590597,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_2,86094.44024239821,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_3,72036.45322397126,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_5T8,296534,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV,_T,PN,TEACH,0,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_0,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_01,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_02,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_1,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_2,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_3,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_34,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_35,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_4,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_45,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_5,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_5T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,FT,PN,TEACH,0,ISCED11_6T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_0,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_01,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_02,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_1,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_2,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_3,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_34,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_35,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_4,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_45,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_5,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_5T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,PT,PN,TEACH,0,ISCED11_6T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_0,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_01,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_02,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_1,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_2,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_3,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_34,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_35,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_4,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_45,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_5,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_5T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,FT,TEACH,2,ISCED11_6T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_0,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_01,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_02,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_1,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_2,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_3,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_34,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_35,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_4,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_45,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_5,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_5T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_GOV,_T,PN,TEACH,0,ISCED11_6T8,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_02,218028.42299825337,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_1,167727.76726728812,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_2,65306.331994866785,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_3,56124.94100389461,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_5T8,138545,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,FT,PN,TEACH,0,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_02,62935.49849444011,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_1,37383.269591771576,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_2,20788.108247531425,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_3,15911.512220076651,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_5T8,157989,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,PT,PN,TEACH,0,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_02,250812.1712906032,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_1,184830.9395019403,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_2,74561.19682835923,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_3,62448.22608581949,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_45,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_5,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_54T84,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_55T85,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_5T8,190681.37,W,Includes ISCED 4
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,FT,TEACH,2,ISCED11_6T8,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_0,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_01,,O,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_02,280963.9214926935,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_1,205111.0368590597,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_2,86094.44024239821,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_3,72036.45322397126,,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_34,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_35,,K,Included in all programmes
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_4,,K,Included in ISCED 5T8
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_44,,M,
2018,US,CNT_REF_SECT_INTENS_SEX_EDL,F,_T,INST_PRIV_IND,_T,PN,TEACH,0,ISCED11_45,,K,Included in ISCED 5T8
