TIME_PERIOD,REF_AREA,BREAKDOWN_GROUP,SEX,AGE,REF_SECTOR,INTENSITY,UNIT_MEASURE,STAT_UNIT,DECIMALS,EDUCATION_LEV,VALUE,VAL_0,VAL_1
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,AIDE,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,FT,PN,MGMT,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,AIDE,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,PT,PN,MGMT,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,AIDE,2,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,FT,MGMT,2,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,AIDE,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,F,_T,INST_T,_T,PN,MGMT,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,AIDE,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,FT,PN,MGMT,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_02,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_1,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_2,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,AIDE,0,ISCED11_3,,K,Included in males and females
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,MGMT,0,ISCED11_0,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,MGMT,0,ISCED11_01,,O,
2018,US,CNT_SEX_INTENS_EDL,M,_T,INST_T,PT,PN,MGMT,0,ISCED11_02,,K,Included in males and females
